ticker,exchange,assetType,priceCurrency,startDate,endDate
AIR,NYSE,Stock,USD,1984-07-19,2018-05-11
AIRAX,NMFQS,Mutual Fund,USD,2015-01-02,2016-11-03
AIRCX,NMFQS,Mutual Fund,USD,2015-01-02,2016-11-03
AIRG,NASDAQ,Stock,USD,2016-08-12,2018-05-11
AIRI,NYSE,Stock,USD,2000-10-05,2018-05-11
AIRIX,NMFQS,Mutual Fund,USD,2016-09-09,2018-05-11
AIRM,NASDAQ,Stock,USD,1987-08-31,2017-04-24
AIRO,PINK,Stock,USD,2000-07-20,2018-05-11
AIRO1,,Stock,USD,,
AIRPX,NMFQS,Mutual Fund,USD,2015-01-02,2016-11-03
AIRR,NASDAQ,ETF,USD,2014-03-11,2018-05-11
AIRRF,PINK,Stock,USD,2011-01-24,2018-05-11
AIRS,,Stock,USD,,
AIRT,NASDAQ,Stock,USD,1984-04-24,2018-05-11
AIRW,PINK,Stock,USD,2007-10-11,2018-04-26
AIRYY,PINK,Stock,USD,2007-07-13,2018-05-11
AISCX,NMFQS,Mutual Fund,USD,2015-01-02,2018-05-11
AISLF,OTCBB,Stock,USD,2017-07-31,2018-04-23
AISOX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AISPX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AISQX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AISSF,OTCBB,Stock,USD,2016-11-08,2018-05-11
AISTX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
AISXX,,Mutual Fund,USD,,
AISZX,NMFQS,Mutual Fund,USD,2017-01-03,2018-05-11
AIT,NYSE,Stock,USD,1984-09-07,2018-05-11
AIT1,,Stock,USD,,
AITAX,NMFQS,Mutual Fund,USD,2010-05-17,2015-11-20
AITB,PINK,Stock,USD,2017-09-22,2018-05-11
AITEX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
AITFX,NMFQS,Mutual Fund,USD,1990-01-02,2018-05-11
AITG,PINK,Stock,USD,2017-10-09,2018-05-11
AITIX,NMFQS,Mutual Fund,USD,1999-01-04,2016-12-12
AITPF,PINK,Stock,USD,2012-12-06,2017-11-20
AITTX,,Mutual Fund,USD,,
AITVF,PINK,Stock,USD,2017-11-13,2018-04-09
AIUSX,,Mutual Fund,USD,,
AIV,NYSE,Stock,USD,1994-07-22,2018-05-11
AIV-P-A,NYSE,Stock,USD,2014-09-22,2018-05-11
AIVAF,PINK,Stock,USD,2007-07-16,2018-05-11
AIVAX,NMFQS,Mutual Fund,USD,2011-01-03,2018-05-11
AIVI,PINK,Stock,USD,2010-06-04,2018-05-11
AIVIX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
AIVKX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
AIVN,PINK,Stock,USD,2000-04-20,2018-05-11
AIVOX,NMFQS,Mutual Fund,USD,2011-01-03,2018-05-11
AIVPX,NMFQS,Mutual Fund,USD,2013-01-02,2015-08-04
AIVRX,NMFQS,Mutual Fund,USD,2004-01-02,2018-05-11
AIVSX,NMFQS,Mutual Fund,USD,1990-01-02,2018-05-11
AIW,NYSE,Stock,USD,2013-05-06,2018-05-11
AIWCX,NMFQS,Mutual Fund,USD,2002-01-02,2018-05-11
AIWEX,NMFQS,Mutual Fund,USD,2015-01-02,2018-05-11
AIWVX,NMFQS,Mutual Fund,USD,2017-01-03,2018-05-11
AIXAX,NMFQS,Mutual Fund,USD,2014-07-31,2016-01-25
AIXCX,NMFQS,Mutual Fund,USD,2014-07-31,2015-11-25
AIXG,NASDAQ,Stock,USD,2005-03-11,2017-07-18
AIXIX,NMFQS,Mutual Fund,USD,2014-07-31,2016-01-26
AIXN,PINK,Stock,USD,2018-02-05,2018-05-11
AIXXF,PINK,Stock,USD,2007-07-16,2018-05-11
AIY,NYSE,Stock,USD,2013-06-26,2018-05-11
AIYDX,NMFQS,Mutual Fund,USD,2017-06-12,2018-05-11
AIZ,NYSE,Stock,USD,2004-02-05,2018-05-11
AIZAX,NMFQS,Mutual Fund,USD,2005-01-03,2018-05-11
AIZBX,NMFQS,Mutual Fund,USD,2005-01-03,2018-05-11
AIZCX,NMFQS,Mutual Fund,USD,2005-01-03,2018-05-11
AIZP,NYSE,Stock,USD,2018-03-08,2018-05-11
AIZZP,PINK,Stock,USD,2018-03-08,2018-03-14
AIZZX,NMFQS,Mutual Fund,USD,2017-06-12,2018-05-11
AJBI,OTCBB,Stock,USD,2015-05-01,2018-04-19
AJEAX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AJECX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AJEIX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AJERX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AJESX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AJG,NYSE,Stock,USD,1984-09-07,2018-05-11
AJGH,PINK,Stock,USD,2009-12-17,2017-07-14
AJIA,PINK,Stock,USD,2018-02-05,2018-04-13
AJINF,PINK,Stock,USD,2007-08-31,2018-05-11
AJINY,PINK,Stock,USD,2007-07-20,2018-05-11
AJISF,PINK,Stock,USD,2010-10-07,2018-05-11
AJLGF,OTCMKTS,Stock,USD,2005-07-19,2017-12-08
AJLXX,,Mutual Fund,USD,,
AJMPF,PINK,Stock,USD,2008-11-10,2018-05-11
AJRD,NYSE,Stock,USD,1981-02-02,2018-05-11
AJSB,PINK,Stock,USD,2012-07-24,2018-05-11
AJSCF,PINK,Stock,USD,2007-10-25,2018-05-11
AJTXX,,Mutual Fund,USD,,
AJVAX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AJVCX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AJVIX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AJVPX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AJVSX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AJX,NYSE,Stock,USD,2015-02-13,2018-05-11
AJXA,NYSE,Stock,USD,2017-04-28,2018-05-11
AJXGF,PINK,Stock,USD,2007-07-13,2018-05-11
AKAAF,PINK,Stock,USD,2007-07-16,2018-05-11
AKABY,PINK,Stock,USD,2017-09-27,2018-05-10
AKAM,NASDAQ,Stock,USD,1999-10-29,2018-05-11
AKAO,NASDAQ,Stock,USD,2014-03-12,2018-05-11
AKAVF,OTCMKTS,Stock,USD,2017-10-31,2018-04-04
AKBA,NASDAQ,Stock,USD,2014-03-20,2018-05-11
AKBDY,OTCMKTS,Stock,USD,,
AKBIF,PINK,Stock,USD,2000-12-26,2018-05-11
AKBIY,PINK,Stock,USD,2015-11-04,2018-05-08
AKBLF,OTCBB,Stock,USD,2016-01-13,2018-03-27
AKBTY,OTCMKTS,Stock,USD,2016-01-04,2018-05-11
AKCA,NASDAQ,Stock,USD,2017-07-14,2018-05-11
AKCPF,OTCMKTS,Stock,USD,2007-10-30,2018-04-24
AKDS,OTCBB,Stock,USD,2016-01-20,2017-11-06
AKEJF,OTCMKTS,Stock,USD,2017-09-25,2018-05-02
AKER,NYSE,Stock,USD,2014-01-23,2018-05-11
AKFAX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AKFCX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AKFIX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AKFRX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AKFSX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
AKG,NYSE,Stock,USD,2008-01-02,2018-05-11
AKGAX,NMFQS,Mutual Fund,USD,2017-01-03,2018-05-11
AKGCX,NMFQS,Mutual Fund,USD,2017-01-03,2018-05-11
AKGXX,,Mutual Fund,USD,,
AKIRX,NMFQS,Mutual Fund,USD,1994-01-03,2018-05-11
AKKVF,PINK,Stock,USD,2006-05-31,2018-05-11
AKKVY,PINK,Stock,USD,2013-01-23,2018-05-11
AKMNF,PINK,Stock,USD,2018-03-08,2018-05-11
AKO-A,NYSE,Stock,USD,1994-07-07,2018-05-11
AKO-B,NYSE,Stock,USD,1997-04-07,2018-05-11
AKOM,OTCMKTS,Stock,USD,2017-05-30,2018-05-11
AKP,NYSE,ETF,USD,2002-01-29,2018-05-11
AKR,NYSE,Stock,USD,1993-05-27,2018-05-11
AKREX,NMFQS,Mutual Fund,USD,2010-01-04,2018-05-11
AKRFF,PINK,Stock,USD,2014-12-11,2018-05-10
AKRIX,NMFQS,Mutual Fund,USD,2010-01-04,2018-05-11
AKRRF,PINK,Stock,USD,2013-06-11,2018-05-11
AKRSX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
AKRTF,PINK,Stock,USD,2014-11-21,2018-05-11
AKRX,NASDAQ,Stock,USD,2002-08-02,2018-05-11
AKRYY,PINK,Stock,USD,2017-01-17,2018-04-09
AKS,NYSE,Stock,USD,1994-03-30,2018-05-11
AKSJF,PINK,Stock,USD,2017-11-02,2018-04-10
AKSY,OTCBB,Stock,USD,1996-05-17,2018-05-03
AKTAF,PINK,Stock,USD,2007-07-18,2018-05-11
AKTS,NASDAQ,Stock,USD,2015-11-20,2018-05-11
AKTX,NASDAQ,Stock,USD,2015-09-21,2018-05-11
AKVA,PINK,Stock,USD,2017-09-25,2018-05-10
AKZOF,OTCMKTS,Stock,USD,2007-07-23,2018-05-11
AKZOY,OTCMKTS,Stock,USD,2016-01-04,2018-05-11
AL,NYSE,Stock,USD,2011-04-19,2018-05-11
ALAAX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
ALABX,NMFQS,Mutual Fund,USD,1994-01-03,2018-05-11
ALACF,OTCMKTS,Stock,USD,2013-02-19,2018-01-18
ALAD,OTCBB,Stock,USD,2015-05-26,2018-05-11
ALAFX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
ALAIX,NMFQS,Mutual Fund,USD,2015-01-02,2018-05-11
ALALY,PINK,Stock,USD,2017-11-15,2017-11-15
ALAMX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALAN,OTCBB,Stock,USD,1990-04-23,2018-05-11
ALARF,PINK,Stock,USD,2012-07-10,2018-05-11
ALARX,NMFQS,Mutual Fund,USD,1994-01-03,2018-05-11
ALASX,NMFQS,Mutual Fund,USD,2015-01-02,2018-04-27
ALATX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
ALAWP,PINK,Stock,USD,2007-10-22,2017-10-06
ALAXL,OTCMKTS,Stock,USD,2013-03-28,2017-12-06
ALAYX,NMFQS,Mutual Fund,USD,2009-01-02,2018-05-11
ALB,NYSE,Stock,USD,1994-02-22,2018-05-11
ALBAX,NMFQS,Mutual Fund,USD,1997-01-02,2018-05-11
ALBC,,Stock,USD,,
ALBCX,NMFQS,Mutual Fund,USD,1998-01-02,2018-05-11
ALBKF,PINK,Stock,USD,2007-09-27,2018-05-11
ALBKY,PINK,Stock,USD,2007-07-13,2018-05-11
ALBMP,PINK,Stock,USD,2007-09-14,2017-10-06
ALBO,NASDAQ,Stock,USD,2007-05-11,2018-05-11
ALBPX,NMFQS,Mutual Fund,USD,2015-01-02,2018-05-11
ALBVX,NMFQS,Mutual Fund,USD,2015-01-02,2015-10-16
ALBWF,OTCBB,Stock,USD,2016-01-08,2017-11-28
ALBY,OTCMKTS,Stock,USD,1999-03-17,2018-05-11
ALC,NYSE,Stock,USD,2006-11-10,2013-10-17
ALCAX,NMFQS,Mutual Fund,USD,1990-01-02,2018-05-11
ALCBX,NMFQS,Mutual Fund,USD,1993-01-04,2018-05-11
ALCCF,OTCMKTS,Stock,USD,2017-02-24,2018-05-02
ALCCX,NMFQS,Mutual Fund,USD,1998-01-02,2018-05-11
ALCFX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
ALCKX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
ALCN,OTCMKTS,Stock,USD,2001-01-02,2018-05-09
ALCO,NASDAQ,Stock,USD,1973-05-03,2018-05-11
ALCPX,NMFQS,Mutual Fund,USD,2009-01-02,2018-05-11
ALCRX,NMFQS,Mutual Fund,USD,2009-05-04,2016-01-25
ALCS,NASDAQ,Stock,USD,,
ALCSX,NMFQS,Mutual Fund,USD,2015-01-02,2018-04-27
ALCTX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
ALCVX,NMFQS,Mutual Fund,USD,2009-01-02,2018-05-11
ALCZX,NMFQS,Mutual Fund,USD,2011-01-03,2018-05-11
ALD,NYSE ARCA,ETF,USD,2011-03-17,2018-05-11
ALDA,PINK,Stock,USD,2010-02-08,2018-01-25
ALDAX,NMFQS,Mutual Fund,USD,2004-01-02,2018-05-11
ALDBX,NMFQS,Mutual Fund,USD,2004-01-02,2017-08-04
ALDDP,OTCMKTS,Stock,USD,2017-09-22,2018-02-14
ALDIX,NMFQS,Mutual Fund,USD,2005-01-03,2017-03-24
ALDN,,Stock,USD,,
ALDR,NASDAQ,Stock,USD,2014-05-08,2018-05-11
ALDVD,PINK,Stock,USD,2018-03-19,2018-05-11
ALDVF,PINK,Stock,USD,2009-08-12,2018-03-19
ALDW,NYSE,Stock,USD,2012-11-20,2018-02-08
ALDX,NASDAQ,Stock,USD,2014-05-02,2018-05-11
ALE,NYSE,Stock,USD,1973-05-03,2018-05-11
ALEDX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALEDY,PINK,Stock,USD,2017-12-12,2018-03-29
ALEFX,NMFQS,Mutual Fund,USD,2017-06-12,2018-05-11
ALEGX,NMFQS,Mutual Fund,USD,1995-01-03,2018-05-11
ALEHX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALEIX,NMFQS,Mutual Fund,USD,2005-01-03,2017-03-24
ALEJX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALEMX,NMFQS,Mutual Fund,USD,2013-04-04,2016-07-22
ALEQX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALERX,NMFQS,Mutual Fund,USD,2013-01-02,2018-04-27
ALES,OTCBB,Stock,USD,2016-04-11,2018-05-11
ALEV,PINK,Stock,USD,2010-01-25,2018-01-19
ALEVD,PINK,Stock,USD,2018-01-26,2018-02-15
ALEVX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALEWX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALEX,NYSE,Stock,USD,2012-06-14,2018-05-11
ALF,,Stock,USD,,
ALFA,NYSE ARCA,ETF,USD,2012-05-31,2018-05-11
ALFAX,NMFQS,Mutual Fund,USD,1998-01-02,2018-05-11
ALFBX,NMFQS,Mutual Fund,USD,1998-01-02,2018-05-09
ALFCX,NMFQS,Mutual Fund,USD,1998-01-02,2018-05-11
ALFD,,ETF,USD,,
ALFE,PINK,Stock,USD,2006-05-05,2018-05-11
ALFFF,PINK,Stock,USD,2007-07-16,2018-05-11
ALFFX,NMFQS,Mutual Fund,USD,2008-01-02,2018-05-11
ALFI,NYSE ARCA,ETF,USD,2015-11-10,2018-05-11
ALFKX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALFOX,NMFQS,Mutual Fund,USD,2017-06-12,2018-05-11
ALFQX,NMFQS,Mutual Fund,USD,2008-01-02,2018-05-11
ALFRX,NMFQS,Mutual Fund,USD,2008-01-02,2018-05-11
ALFRY,OTCMKTS,Stock,USD,2018-01-03,2018-01-03
ALFS,,ETF,USD,,
ALFTX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALFV,,ETF,USD,,
ALFVF,PINK,Stock,USD,2007-07-17,2018-05-11
ALFVX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALFVY,PINK,Stock,USD,2009-09-14,2018-05-11
ALFYX,NMFQS,Mutual Fund,USD,2005-01-03,2018-05-11
ALG,NYSE,Stock,USD,1993-03-19,2018-05-11
ALGAX,NMFQS,Mutual Fund,USD,1997-01-02,2018-05-11
ALGCX,NMFQS,Mutual Fund,USD,1998-01-02,2018-05-11
ALGDF,OTCMKTS,Stock,USD,2015-12-22,2018-05-11
ALGGF,PINK,Stock,USD,2010-09-07,2018-05-11
ALGGY,PINK,Stock,USD,2013-02-08,2018-05-11
ALGI,PINK,Stock,USD,2010-01-04,2018-05-09
ALGN,NASDAQ,Stock,USD,2001-01-30,2018-05-11
ALGO,,Stock,USD,,
ALGPX,NMFQS,Mutual Fund,USD,2015-01-02,2018-05-11
ALGRX,NMFQS,Mutual Fund,USD,1994-01-03,2018-05-11
ALGSX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALGT,NASDAQ,Stock,USD,2006-12-08,2018-05-11
ALGTX,,Mutual Fund,USD,,
ALGWF,OTCMKTS,Stock,USD,2017-09-27,2018-05-11
ALGXY,PINK,Stock,USD,2011-05-02,2018-05-11
ALGYX,NMFQS,Mutual Fund,USD,2017-06-12,2018-05-11
ALGZX,NMFQS,Mutual Fund,USD,2017-01-03,2018-05-11
ALHA,OTCMKTS,Stock,USD,2017-01-17,2018-02-16
ALHAP,OTCMKTS,Stock,USD,2017-02-23,2018-01-17
ALHAX,NMFQS,Mutual Fund,USD,2012-01-03,2018-05-11
ALHCX,NMFQS,Mutual Fund,USD,2012-01-03,2018-05-11
ALHHF,OTCBB,Stock,USD,2009-03-17,2017-12-27
ALHIX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
ALHKX,NMFQS,Mutual Fund,USD,2012-01-03,2018-05-11
ALHRX,NMFQS,Mutual Fund,USD,2012-01-03,2018-05-11
ALHYX,NMFQS,Mutual Fund,USD,2012-01-03,2018-05-11
ALIAF,PINK,Stock,USD,2005-07-18,2018-05-11
ALIAX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
ALICX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
ALIF,PINK,Stock,USD,2017-09-26,2018-05-11
ALIGX,NMFQS,Mutual Fund,USD,2017-06-12,2018-05-11
ALIHX,NMFQS,Mutual Fund,USD,2012-08-03,2018-05-11
ALIM,NASDAQ,Stock,USD,2010-04-22,2018-05-11
ALIOF,PINK,Stock,USD,2007-07-16,2018-05-11
ALIOY,PINK,Stock,USD,2014-12-17,2018-02-02
ALIRX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
ALISX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
ALITF,PINK,Stock,USD,2007-07-25,2018-05-11
ALIZF,OTCMKTS,Stock,USD,2007-07-19,2018-05-11
ALJ,NYSE,Stock,USD,2005-07-28,2017-07-10
ALJJ,NASDAQ,Stock,USD,1996-04-03,2018-05-11
ALK,NYSE,Stock,USD,2001-01-02,2018-05-11
ALKEF,OTCMKTS,Stock,USD,2007-02-13,2018-05-11
ALKHF,OTCMKTS,Stock,USD,2017-10-30,2018-04-03
ALKM,PINK,Stock,USD,2013-04-30,2018-05-11
ALKN,PINK,Stock,USD,2007-04-26,2018-05-10
ALKS,NASDAQ,Stock,USD,1991-07-16,2018-05-11
ALL,NYSE,Stock,USD,1993-06-03,2018-05-11
ALL-P-A,NYSE,Stock,USD,2014-09-22,2018-05-11
ALL-P-B,NYSE,Stock,USD,2014-09-22,2018-05-11
ALL-P-C,NYSE,Stock,USD,2014-09-22,2018-05-11
ALL-P-D,NYSE,Stock,USD,2014-09-22,2018-05-11
ALL-P-E,NYSE,Stock,USD,2014-09-22,2018-05-11
ALL-P-F,NYSE,Stock,USD,2014-09-22,2018-05-11
ALLB,NASDAQ,Stock,USD,,
ALLBX,NMFQS,Mutual Fund,USD,2001-03-13,2015-10-16
ALLCX,NMFQS,Mutual Fund,USD,2013-01-02,2017-09-28
ALLE,NYSE,Stock,USD,2013-11-18,2018-05-11
ALLFX,NMFQS,Mutual Fund,USD,2013-01-02,2018-05-11
ALLGF,OTCMKTS,Stock,USD,2017-10-24,2017-12-19
ALLGX,NMFQS,Mutual Fund,USD,2015-01-02,2018-05-11
ALLHX,NMFQS,Mutual Fund,USD,2015-01-02,2018-05-11
ALLIX,NMFQS,Mutual Fund,USD,2006-01-03,2018-05-11
ALLM,OTCMKTS,Stock,USD,2014-05-20,2018-05-11
ALLN,PINK,Stock,USD,2014-02-27,2018-05-02
ALLQ,OTCMKTS,Stock,USD,2018-01-26,2018-01-30
ALLSP,PINK,Stock,USD,2018-03-27,2018-04-02
ALLT,NASDAQ,Stock,USD,2006-11-16,2018-05-11
ALLTX,,Mutual Fund,USD,,
ALLVF,PINK,Stock,USD,2015-09-22,2018-05-09
ALLWF,OTCMKTS,Stock,USD,2017-09-27,2018-05-11
ALLXD,OTCMKTS,Stock,USD,2018-01-29,2018-02-01
ALLXF,OTCMKTS,Stock,USD,2001-01-02,2018-03-08
ALLY,NYSE,Stock,USD,2014-01-28,2018-05-11
ALLY-P-A,NYSE,Stock,USD,2014-09-22,2018-05-11
ALMAX,NMFQS,Mutual Fund,USD,2003-01-02,2018-05-11
ALMBX,NMFQS,Mutual Fund,USD,2003-01-02,2016-11-29
ALMC,PINK,Stock,USD,2001-01-02,2018-05-11
ALMCX,NMFQS,Mutual Fund,USD,2003-01-02,2018-05-11
ALME,PINK,Stock,USD,2017-09-22,2018-05-09
ALMEX,NMFQS,Mutual Fund,USD,2013-04-04,2016-07-22
ALMFF,PINK,Stock,USD,2007-07-18,2018-05-11
ALMGX,NMFQS,Mutual Fund,USD,2017-01-03,2018-05-11
ALMIX,NMFQS,Mutual Fund,USD,1990-01-02,2018-05-11
ALMMF,PINK,Stock,USD,2006-05-31,2018-05-11
ALMMX,NMFQS,Mutual Fund,USD,2015-01-02,2018-05-11
ALMRX,NMFQS,Mutual Fund,USD,1994-01-03,2018-05-11
ALMTF,PINK,Stock,USD,2013-05-28,2018-05-11
ALMVX,NMFQS,Mutual Fund,USD,2017-01-03,2018-05-11
ALMY,OTCMKTS,Stock,USD,2017-09-25,2018-02-07
ALMZX,NMFQS,Mutual Fund,USD,2017-01-03,2018-05-11
ALN,NYSE,Stock,USD,2009-09-14,2018-05-11
ALNA,NASDAQ,Stock,USD,2017-11-02,2018-05-11
ALNAX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALNBX,NMFQS,Mutual Fund,USD,1993-01-04,2018-05-11
ALNC,NASDAQ,Stock,USD,2006-12-28,2013-03-08
ALNCX,NMFQS,Mutual Fund,USD,1994-01-03,2018-05-11
ALNDX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALNFX,NMFQS,Mutual Fund,USD,2007-01-03,2018-05-11
ALNHX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALNIX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALNNX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALNPF,PINK,Stock,USD,2007-07-16,2018-05-11
ALNPY,PINK,Stock,USD,2007-07-17,2018-05-11
ALNRF,OTCMKTS,Stock,USD,2017-10-18,2018-04-04
ALNRX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALNTX,,Mutual Fund,USD,,
ALNVX,NMFQS,Mutual Fund,USD,2009-01-02,2018-05-11
ALNY,NASDAQ,Stock,USD,2004-06-01,2018-05-11
ALNYX,NMFQS,Mutual Fund,USD,1990-01-02,2018-05-11
ALO,NYSE,Stock,USD,2006-11-24,2018-05-11
ALOD,PINK,Stock,USD,2005-06-17,2018-05-11
ALODX,NMFQS,Mutual Fund,USD,2010-04-12,2015-11-13
ALOG,NASDAQ,Stock,USD,1984-09-07,2018-05-11
ALOIX,NMFQS,Mutual Fund,USD,1998-01-02,2018-05-11
ALOPX,NMFQS,Mutual Fund,USD,1991-01-31,2018-05-11
ALORX,NMFQS,Mutual Fund,USD,2011-01-03,2018-05-11
ALOT,NASDAQ,Stock,USD,1984-09-07,2018-05-11
ALP-P-O,NYSE,Stock,USD,2014-09-22,2017-10-10
ALPAX,NMFQS,Mutual Fund,USD,2001-01-02,2018-05-11
ALPCX,NMFQS,Mutual Fund,USD,2002-01-02,2018-05-11
ALPE,OTCBB,Stock,USD,1995-04-10,2018-05-11
ALPHX,NMFQS,Mutual Fund,USD,2002-10-02,2017-04-21
ALPIX,NMFQS,Mutual Fund,USD,2012-01-03,2018-05-11
ALPKF,OTCMKTS,Stock,USD,2016-12-13,2018-01-18
ALPMF,PINK,Stock,USD,2007-07-16,2018-05-11
ALPMY,PINK,Stock,USD,2008-12-18,2018-05-11
ALPN,NASDAQ,Stock,USD,2015-06-17,2018-05-11
ALPP,OTCMKTS,Stock,USD,2017-01-13,2018-05-11
ALPQF,OTCBB,Stock,USD,2013-05-21,2017-09-20
ALPTX,NMFQS,Mutual Fund,USD,2017-07-10,2018-05-11
ALPVN,PINK,Stock,USD,2011-03-03,2018-05-11
ALQA,NASDAQ,Stock,USD,1999-05-14,2018-05-11
ALQAX,NMFQS,Mutual Fund,USD,2011-01-03,2017-01-30
ALQCX,NMFQS,Mutual Fund,USD,2011-01-03,2017-01-30
ALQDX,NMFQS,Mutual Fund,USD,2010-06-07,2015-11-13
ALQIX,NMFQS,Mutual Fund,USD,2011-01-03,2017-01-30
ALQPX,NMFQS,Mutual Fund,USD,2011-01-03,2017-01-30
ALR,NYSE,Stock,USD,1996-08-06,2017-10-19
ALR-P-B,NYSE,Stock,USD,1996-08-06,2017-11-03
ALRAX,NMFQS,Mutual Fund,USD,2013-01-02,2017-09-28
ALRCX,NMFQS,Mutual Fund,USD,2013-01-02,2018-04-27
ALRDX,NMFQS,Mutual Fund,USD,2012-12-18,2015-11-13
ALRGF,PINK,Stock,USD,2018-01-25,2018-04-03
ALRHF,PINK,Stock,USD,2013-01-11,2017-12-26
ALRIX,NMFQS,Mutual Fund,USD,2013-01-02,2018-04-27
ALRM,NASDAQ,Stock,USD,2015-06-26,2018-05-11
ALRN,NASDAQ,Stock,USD,1986-03-12,2018-05-11
ALRNX,NMFQS,Mutual Fund,USD,2012-12-18,2017-09-28
ALRPX,NMFQS,Mutual Fund,USD,2012-12-18,2017-09-28
ALRS,OTCMKTS,Stock,USD,2001-01-02,2018-05-11
ALRT,OTCMKTS,Stock,USD,2011-02-23,2018-05-11
ALRTX,,Mutual Fund,USD,,
ALRY,OTCMKTS,Stock,USD,2017-10-27,2018-04-03
ALSAX,NMFQS,Mutual Fund,USD,1996-12-31,2018-05-11
ALSC,PINK,Stock,USD,1993-12-01,2017-07-10
ALSCX,NMFQS,Mutual Fund,USD,1996-06-20,2018-05-11
ALSE,PINK,Stock,USD,2017-10-02,2018-04-24
ALSEX,NMFQS,Mutual Fund,USD,2014-12-03,2018-05-11
ALSGX,NMFQS,Mutual Fund,USD,2016-01-04,2018-05-11
ALSI,PINK,Stock,USD,2017-10-03,2018-05-11
ALSIX,NMFQS,Mutual Fund,USD,2014-01-02,2018-05-11
ALSK,NASDAQ,Stock,USD,1999-11-18,2018-05-11
ALSMY,PINK,Stock,USD,2009-09-09,2018-05-11
ALSN,NYSE,Stock,USD,2012-03-15,2018-05-11
ALSNX,NMFQS,Mutual Fund,USD,2010-03-03,2018-05-11
ALSOX,NMFQS,Mutual Fund,USD,2009-04-01,2018-05-11
ALSRF,OTCMKTS,Stock,USD,2005-02-03,2018-02-20
ALSRX,NMFQS,Mutual Fund,USD,1993-11-08,2018-05-11
ALSSF,PINK,Stock,USD,2007-07-23,2018-05-11
ALST,PINK,Stock,USD,2017-09-20,2018-05-11
ALSTX,NMFQS,Mutual Fund,USD,2014-05-01,2018-05-11
ALSWF,PINK,Stock,USD,2007-07-13,2018-05-11
ALT,NASDAQ,Stock,USD,2005-10-06,2018-05-11
ALTA,PINK,Stock,USD,2017-10-16,2018-03-16
ALTAF,PINK,Stock,USD,2009-09-10,2018-05-11
ALTAX,NMFQS,Mutual Fund,USD,2007-09-28,2017-10-20
