ticker,exchange,assetType,priceCurrency,startDate,endDate
1,SHE,Stock,CNY,2007-08-30,2018-05-11
2,SHE,Stock,CNY,2000-01-04,2018-05-11
4,SHE,Stock,CNY,2007-08-31,2018-05-11
5,SHE,Stock,CNY,2001-01-02,2018-05-11
6,SHE,Stock,CNY,2007-08-31,2018-05-11
7,SHE,Stock,CNY,2007-08-31,2018-05-11
8,SHE,Stock,CNY,2000-01-03,2018-05-11
9,SHE,Stock,CNY,2000-01-03,2018-05-11
10,SHE,Stock,CNY,2007-08-31,2018-05-11
11,SHE,Stock,CNY,2018-01-02,2018-05-11
12,SHE,Stock,CNY,2000-01-03,2018-05-11
14,SHE,Stock,CNY,2018-01-02,2018-05-11
15,SHE,Stock,CNY,,
16,SHE,Stock,CNY,2018-01-02,2018-05-11
17,SHE,Stock,CNY,2018-01-02,2018-05-11
18,SHE,Stock,CNY,2007-08-31,2018-05-11
19,SHE,Stock,CNY,2007-10-12,2018-05-11
20,SHE,Stock,CNY,2007-08-31,2018-05-11
21,SHE,Stock,CNY,2000-01-03,2018-05-11
22,SHE,Stock,CNY,2007-08-31,2018-04-24
23,SHE,Stock,CNY,2018-01-02,2018-05-11
24,SHE,Stock,CNY,2007-01-04,2015-12-07
25,SHE,Stock,CNY,2007-08-31,2018-05-11
26,SHE,Stock,CNY,2018-01-02,2018-05-11
27,SHE,Stock,CNY,2000-01-03,2018-05-11
28,SHE,Stock,CNY,2018-01-02,2018-05-11
29,SHE,Stock,CNY,2016-09-13,2018-04-24
30,SHE,Stock,CNY,2000-01-03,2018-05-11
31,SHE,Stock,CNY,2007-08-31,2018-05-11
32,SHE,Stock,CNY,2018-01-02,2018-05-11
33,SHE,Stock,CNY,2007-08-31,2017-07-06
34,SHE,Stock,CNY,2017-09-28,2017-09-28
35,SHE,Stock,CNY,2007-09-28,2017-08-21
36,SHE,Stock,CNY,2000-01-03,2018-05-11
37,SHE,Stock,CNY,2000-01-03,2018-05-11
38,SHE,Stock,CNY,2013-02-08,2018-02-23
39,SHE,Stock,CNY,2018-01-02,2018-05-11
40,SHE,Stock,CNY,2018-01-02,2018-05-11
42,SHE,Stock,CNY,2000-01-03,2018-05-11
43,SHE,Stock,CNY,2000-01-03,2018-05-11
45,SHE,Stock,CNY,2000-01-03,2018-05-11
46,SHE,Stock,CNY,2007-08-31,2018-05-11
48,SHE,Stock,CNY,2000-01-04,2018-04-27
49,SHE,Stock,CNY,2018-01-02,2018-05-11
50,SHE,Stock,CNY,2000-01-03,2018-05-11
55,SHE,Stock,CNY,2000-01-03,2018-05-11
56,SHE,Stock,CNY,2017-10-31,2018-05-11
58,SHE,Stock,CNY,2000-01-03,2018-05-11
59,SHE,Stock,CNY,2000-01-03,2018-05-11
60,SHE,Stock,CNY,2018-01-02,2018-05-11
61,SHE,Stock,CNY,2000-01-11,2018-05-11
62,SHE,Stock,CNY,2000-01-03,2018-05-11
63,SHE,Stock,CNY,2018-01-02,2018-04-16
65,SHE,Stock,CNY,2018-01-02,2018-05-11
66,SHE,Stock,CNY,2000-01-03,2018-05-11
68,SHE,Stock,CNY,2007-08-30,2018-05-11
69,SHE,Stock,CNY,2018-01-02,2018-05-11
70,SHE,Stock,CNY,2018-01-02,2018-05-11
78,SHE,Stock,CNY,2000-01-03,2018-05-11
88,SHE,Stock,CNY,2000-01-03,2018-05-11
89,SHE,Stock,CNY,2000-01-03,2018-05-11
90,SHE,Stock,CNY,2018-01-02,2018-05-11
96,SHE,Stock,CNY,2018-01-02,2018-05-11
99,SHE,Stock,CNY,2018-01-02,2018-05-11
100,SHE,Stock,CNY,2004-02-02,2018-05-11
150,SHE,Stock,CNY,2000-08-08,2018-05-11
151,SHE,Stock,CNY,2018-01-02,2018-05-11
153,SHE,Stock,CNY,2018-01-02,2018-05-11
155,SHE,Stock,CNY,2018-01-02,2018-05-11
156,SHE,Stock,CNY,2012-10-19,2018-04-24
157,SHE,Stock,CNY,2018-01-02,2018-05-11
158,SHE,Stock,CNY,2018-01-02,2018-05-11
159,SHE,Stock,CNY,2000-09-25,2018-05-11
166,SHE,Stock,CNY,2018-01-02,2018-05-11
301,SHE,Stock,CNY,2018-01-02,2018-05-11
333,SHE,Stock,CNY,2000-01-03,2018-05-11
338,SHE,Stock,CNY,2018-01-02,2018-05-11
400,SHE,Stock,CNY,2018-01-02,2018-05-11
401,SHE,Stock,CNY,2018-01-16,2018-05-11
402,SHE,Stock,CNY,2000-01-03,2018-05-11
403,SHE,Stock,CNY,2013-02-08,2018-05-11
404,SHE,Stock,CNY,2018-01-02,2018-05-11
407,SHE,Stock,CNY,2000-01-04,2018-05-11
408,SHE,Stock,CNY,2018-01-02,2018-05-11
409,SHE,Stock,CNY,2018-01-02,2018-04-27
410,SHE,Stock,CNY,2000-01-03,2018-05-11
411,SHE,Stock,CNY,2018-01-02,2018-05-11
413,SHE,Stock,CNY,2000-01-03,2018-05-11
415,SHE,Stock,CNY,2007-08-30,2018-01-16
416,SHE,Stock,CNY,2000-01-03,2018-05-11
417,SHE,Stock,CNY,2018-01-02,2018-05-11
418,SHE,Stock,CNY,2000-01-03,2018-05-11
419,SHE,Stock,CNY,2000-01-03,2018-05-11
420,SHE,Stock,CNY,2000-01-03,2018-05-11
421,SHE,Stock,CNY,2000-01-03,2018-05-11
422,SHE,Stock,CNY,2018-01-02,2018-05-04
423,SHE,Stock,CNY,2000-01-03,2018-05-11
425,SHE,Stock,CNY,2000-01-03,2018-05-11
426,SHE,Stock,CNY,2000-01-03,2018-05-11
428,SHE,Stock,CNY,2000-01-03,2018-05-11
429,SHE,Stock,CNY,2000-01-03,2018-05-11
430,SHE,Stock,CNY,2018-01-02,2018-05-11
488,SHE,Stock,CNY,2000-11-20,2018-05-11
498,SHE,Stock,CNY,2018-01-02,2018-05-11
501,SHE,Stock,CNY,2000-01-03,2018-05-11
502,SHE,Stock,CNY,2007-08-30,2018-05-11
503,SHE,Stock,CNY,2018-01-02,2018-05-11
504,SHE,Stock,CNY,2007-08-30,2018-05-11
505,SHE,Stock,CNY,2007-08-30,2018-05-11
506,SHE,Stock,CNY,2018-01-02,2018-02-27
507,SHE,Stock,CNY,2018-01-02,2018-05-11
509,SHE,Stock,CNY,2017-07-17,2018-05-11
510,SHE,Stock,CNY,2000-01-04,2018-05-11
511,SHE,Stock,CNY,2017-04-28,2018-04-24
513,SHE,Stock,CNY,2000-01-03,2018-05-11
514,SHE,Stock,CNY,2018-01-02,2018-05-11
515,SHE,Stock,CNY,2007-01-04,2009-04-23
516,SHE,Stock,CNY,2000-02-02,2018-05-11
517,SHE,Stock,CNY,2000-01-03,2018-05-11
518,SHE,Stock,CNY,2007-08-30,2018-05-11
519,SHE,Stock,CNY,2018-01-02,2018-05-11
520,SHE,Stock,CNY,2000-01-03,2018-05-11
521,SHE,Stock,CNY,2018-01-02,2018-05-11
522,SHE,Stock,CNY,2007-01-04,2013-03-13
523,SHE,Stock,CNY,2018-01-02,2018-04-12
524,SHE,Stock,CNY,2018-01-02,2018-05-11
525,SHE,Stock,CNY,2018-01-02,2018-05-11
526,SHE,Stock,CNY,2007-08-30,2018-03-21
527,SHE,Stock,CNY,2007-01-04,2013-08-14
528,SHE,Stock,CNY,2000-01-03,2018-05-11
529,SHE,Stock,CNY,2018-01-02,2018-05-11
530,SHE,Stock,CNY,2000-01-03,2018-05-11
531,SHE,Stock,CNY,2018-01-02,2018-05-11
532,SHE,Stock,CNY,2000-01-03,2018-05-11
533,SHE,Stock,CNY,2007-08-30,2018-05-11
534,SHE,Stock,CNY,2000-01-03,2018-02-06
536,SHE,Stock,CNY,2000-01-03,2018-05-11
537,SHE,Stock,CNY,2000-01-13,2018-05-11
538,SHE,Stock,CNY,2018-01-02,2018-05-11
539,SHE,Stock,CNY,2000-01-03,2018-05-11
540,SHE,Stock,CNY,2017-08-18,2017-08-18
541,SHE,Stock,CNY,2000-01-03,2018-05-11
543,SHE,Stock,CNY,2018-01-02,2018-05-11
544,SHE,Stock,CNY,2018-01-02,2018-05-11
545,SHE,Stock,CNY,2018-01-02,2018-05-11
546,SHE,Stock,CNY,2018-01-02,2018-05-11
547,SHE,Stock,CNY,2007-08-30,2018-05-11
548,SHE,Stock,CNY,2018-01-02,2018-05-11
550,SHE,Stock,CNY,2018-01-02,2018-05-11
551,SHE,Stock,CNY,2018-01-02,2018-05-11
552,SHE,Stock,CNY,2018-01-02,2018-05-11
553,SHE,Stock,CNY,2018-01-02,2018-05-11
554,SHE,Stock,CNY,2018-01-02,2018-05-11
555,SHE,Stock,CNY,2018-01-02,2018-05-11
557,SHE,Stock,CNY,2007-08-30,2018-05-11
558,SHE,Stock,CNY,2007-08-30,2018-05-11
559,SHE,Stock,CNY,2018-01-02,2018-05-11
560,SHE,Stock,CNY,2018-01-02,2018-05-11
561,SHE,Stock,CNY,2000-01-03,2018-05-11
562,SHE,Stock,CNY,2007-01-04,2014-12-09
563,SHE,Stock,CNY,2018-01-02,2018-05-11
564,SHE,Stock,CNY,2007-08-30,2018-04-24
565,SHE,Stock,CNY,2018-01-02,2018-05-11
566,SHE,Stock,CNY,2007-08-30,2018-04-24
567,SHE,Stock,CNY,2007-08-30,2018-05-11
568,SHE,Stock,CNY,2018-01-02,2018-05-11
569,SHE,Stock,CNY,2007-01-04,2009-04-23
570,SHE,Stock,CNY,2000-01-03,2018-05-11
571,SHE,Stock,CNY,2018-01-02,2018-05-11
572,SHE,Stock,CNY,2018-01-02,2018-05-11
573,SHE,Stock,CNY,2018-01-02,2018-05-11
576,SHE,Stock,CNY,2007-08-30,2018-05-11
578,SHE,Stock,CNY,2007-07-16,2011-02-18
581,SHE,Stock,CNY,2000-01-04,2018-05-11
582,SHE,Stock,CNY,2018-01-02,2018-05-11
584,SHE,Stock,CNY,2007-08-30,2018-03-28
585,SHE,Stock,CNY,2007-08-30,2018-05-11
586,SHE,Stock,CNY,2000-01-04,2018-05-11
587,SHE,Stock,CNY,2000-01-03,2018-05-11
589,SHE,Stock,CNY,2018-01-02,2018-05-11
590,SHE,Stock,CNY,2018-01-02,2018-05-11
591,SHE,Stock,CNY,2018-01-02,2018-05-11
592,SHE,Stock,CNY,2015-01-05,2018-05-11
593,SHE,Stock,CNY,2000-01-03,2018-03-19
594,SHE,Stock,CNY,2007-01-04,2015-07-13
595,SHE,Stock,CNY,2000-01-03,2018-05-11
596,SHE,Stock,CNY,2000-01-03,2018-05-11
597,SHE,Stock,CNY,2018-01-02,2018-05-11
598,SHE,Stock,CNY,2018-01-02,2018-05-11
599,SHE,Stock,CNY,2018-01-02,2018-05-11
600,SHE,Stock,CNY,2018-01-02,2018-05-11
601,SHE,Stock,CNY,2018-01-02,2018-05-11
602,SHE,Stock,CNY,,
603,SHE,Stock,CNY,2018-01-02,2018-05-11
605,SHE,Stock,CNY,2000-01-03,2018-05-11
606,SHE,Stock,CNY,2007-08-30,2018-05-11
607,SHE,Stock,CNY,2000-01-03,2018-05-11
608,SHE,Stock,CNY,2018-01-02,2018-05-11
609,SHE,Stock,CNY,2000-01-05,2018-05-11
610,SHE,Stock,CNY,2018-01-02,2018-05-11
611,SHE,Stock,CNY,2018-01-02,2018-05-11
612,SHE,Stock,CNY,2018-01-02,2018-05-11
613,SHE,Stock,CNY,2007-08-30,2018-05-11
615,SHE,Stock,CNY,2018-01-02,2018-05-11
616,SHE,Stock,CNY,2007-08-30,2018-01-23
617,SHE,Stock,CNY,2018-01-02,2018-05-11
619,SHE,Stock,CNY,2000-01-03,2018-05-11
620,SHE,Stock,CNY,2000-01-04,2018-05-11
622,SHE,Stock,CNY,2013-02-08,2018-05-11
623,SHE,Stock,CNY,2000-01-03,2018-05-11
625,SHE,Stock,CNY,2000-01-03,2018-05-11
626,SHE,Stock,CNY,2018-01-02,2018-05-11
627,SHE,Stock,CNY,2000-01-03,2018-05-11
628,SHE,Stock,CNY,2007-08-30,2018-05-11
629,SHE,Stock,CNY,2017-04-19,2018-04-24
630,SHE,Stock,CNY,2000-01-03,2018-05-11
631,SHE,Stock,CNY,2018-01-02,2018-05-11
632,SHE,Stock,CNY,2000-01-04,2018-05-11
633,SHE,Stock,CNY,2007-08-30,2018-05-02
635,SHE,Stock,CNY,2018-01-02,2018-05-11
636,SHE,Stock,CNY,2000-01-03,2018-05-11
637,SHE,Stock,CNY,2000-01-03,2018-05-11
638,SHE,Stock,CNY,2009-06-05,2018-05-11
639,SHE,Stock,CNY,2018-01-02,2018-05-11
650,SHE,Stock,CNY,2018-01-02,2018-05-11
651,SHE,Stock,CNY,2018-01-02,2018-05-11
652,SHE,Stock,CNY,2000-01-04,2018-05-11
655,SHE,Stock,CNY,2000-01-04,2018-05-11
656,SHE,Stock,CNY,2018-01-02,2018-05-11
657,SHE,Stock,CNY,2007-08-30,2018-05-11
659,SHE,Stock,CNY,2018-01-02,2018-05-11
661,SHE,Stock,CNY,2000-01-03,2018-05-11
662,SHE,Stock,CNY,2007-08-30,2018-05-11
663,SHE,Stock,CNY,2000-01-03,2018-05-11
665,SHE,Stock,CNY,2000-01-03,2018-05-11
666,SHE,Stock,CNY,2018-01-02,2018-03-09
667,SHE,Stock,CNY,2018-01-02,2018-05-11
668,SHE,Stock,CNY,2018-01-02,2018-05-11
669,SHE,Stock,CNY,2018-01-02,2018-05-11
670,SHE,Stock,CNY,2018-01-02,2018-05-11
671,SHE,Stock,CNY,2018-01-02,2018-05-11
672,SHE,Stock,CNY,2000-01-03,2018-05-11
673,SHE,Stock,CNY,2002-09-25,2018-05-11
676,SHE,Stock,CNY,2007-08-30,2018-05-11
677,SHE,Stock,CNY,2000-01-03,2018-05-11
678,SHE,Stock,CNY,2000-01-03,2018-05-11
679,SHE,Stock,CNY,2018-01-02,2018-05-11
680,SHE,Stock,CNY,2018-01-02,2018-05-11
681,SHE,Stock,CNY,2007-08-30,2018-05-11
682,SHE,Stock,CNY,2018-01-02,2018-05-11
683,SHE,Stock,CNY,2018-01-02,2018-05-11
685,SHE,Stock,CNY,2018-01-02,2018-05-11
686,SHE,Stock,CNY,2000-01-03,2018-05-11
687,SHE,Stock,CNY,2018-01-02,2018-05-11
688,SHE,Stock,CNY,2018-02-07,2018-05-11
690,SHE,Stock,CNY,2000-01-03,2018-05-11
691,SHE,Stock,CNY,2007-08-30,2018-05-11
692,SHE,Stock,CNY,2018-01-02,2018-05-11
693,SHE,Stock,CNY,2018-03-21,2018-04-27
695,SHE,Stock,CNY,2018-01-16,2018-05-11
697,SHE,Stock,CNY,2018-01-02,2018-05-11
698,SHE,Stock,CNY,2018-01-02,2018-05-11
700,SHE,Stock,CNY,2000-01-03,2018-05-11
701,SHE,Stock,CNY,2000-01-03,2018-05-11
702,SHE,Stock,CNY,2000-01-03,2018-05-11
703,SHE,Stock,CNY,2007-08-30,2018-05-11
705,SHE,Stock,CNY,2018-01-02,2018-05-11
707,SHE,Stock,CNY,2018-01-02,2018-05-11
708,SHE,Stock,CNY,2000-01-03,2018-05-11
709,SHE,Stock,CNY,2000-01-03,2018-05-11
710,SHE,Stock,CNY,2000-01-03,2018-05-11
711,SHE,Stock,CNY,2018-01-02,2018-03-23
712,SHE,Stock,CNY,2018-01-02,2018-05-11
713,SHE,Stock,CNY,2018-01-02,2018-04-17
715,SHE,Stock,CNY,2000-01-03,2018-05-11
716,SHE,Stock,CNY,2018-01-02,2018-05-11
717,SHE,Stock,CNY,2000-01-03,2018-05-11
718,SHE,Stock,CNY,2018-01-02,2018-05-11
719,SHE,Stock,CNY,2018-01-02,2018-05-11
720,SHE,Stock,CNY,2007-08-30,2018-05-11
721,SHE,Stock,CNY,2018-01-02,2018-05-11
722,SHE,Stock,CNY,2018-01-02,2018-05-11
723,SHE,Stock,CNY,2000-01-03,2018-03-26
725,SHE,Stock,CNY,2001-01-11,2018-05-11
726,SHE,Stock,CNY,2018-01-02,2018-05-11
727,SHE,Stock,CNY,2018-01-02,2018-05-11
728,SHE,Stock,CNY,2000-01-03,2018-05-11
729,SHE,Stock,CNY,2000-01-03,2018-05-11
731,SHE,Stock,CNY,2000-01-03,2018-05-11
732,SHE,Stock,CNY,2018-01-02,2018-05-11
733,SHE,Stock,CNY,2000-01-03,2018-05-11
735,SHE,Stock,CNY,2018-01-02,2018-05-11
736,SHE,Stock,CNY,2018-01-02,2018-05-11
737,SHE,Stock,CNY,2007-08-30,2018-05-11
738,SHE,Stock,CNY,2018-01-02,2018-05-11
739,SHE,Stock,CNY,2000-01-03,2018-05-11
748,SHE,Stock,CNY,2007-01-04,2016-10-31
750,SHE,Stock,CNY,2018-01-02,2018-05-11
751,SHE,Stock,CNY,2018-01-02,2018-05-11
752,SHE,Stock,CNY,2000-01-03,2018-05-11
753,SHE,Stock,CNY,2018-01-02,2018-05-11
755,SHE,Stock,CNY,2018-01-02,2018-05-11
756,SHE,Stock,CNY,2000-01-03,2018-05-11
757,SHE,Stock,CNY,2013-02-08,2018-04-24
758,SHE,Stock,CNY,2018-01-02,2018-05-11
759,SHE,Stock,CNY,2018-01-02,2018-05-11
760,SHE,Stock,CNY,2018-01-02,2018-05-11
761,SHE,Stock,CNY,2000-01-03,2018-05-11
762,SHE,Stock,CNY,2018-01-02,2018-05-11
766,SHE,Stock,CNY,2018-04-24,2018-04-24
767,SHE,Stock,CNY,2000-01-03,2018-05-11
768,SHE,Stock,CNY,2018-01-02,2018-05-11
776,SHE,Stock,CNY,2018-01-02,2018-05-11
777,SHE,Stock,CNY,2018-01-02,2018-05-11
778,SHE,Stock,CNY,2000-01-03,2018-05-11
779,SHE,Stock,CNY,2007-08-30,2018-03-20
780,SHE,Stock,CNY,2000-01-03,2018-05-11
782,SHE,Stock,CNY,2018-01-02,2018-05-11
783,SHE,Stock,CNY,2000-01-03,2018-05-11
785,SHE,Stock,CNY,2018-01-02,2018-05-11
786,SHE,Stock,CNY,2018-01-02,2018-05-11
787,SHE,Stock,CNY,2007-01-08,2007-04-27
788,SHE,Stock,CNY,2018-01-02,2018-05-11
789,SHE,Stock,CNY,2018-01-02,2018-05-11
790,SHE,Stock,CNY,2015-01-05,2018-05-11
791,SHE,Stock,CNY,2018-01-02,2018-05-11
792,SHE,Stock,CNY,2000-01-03,2018-05-11
793,SHE,Stock,CNY,2007-08-30,2018-01-31
795,SHE,Stock,CNY,2000-01-03,2018-05-11
796,SHE,Stock,CNY,2007-08-30,2018-01-18
797,SHE,Stock,CNY,2018-01-02,2018-05-11
798,SHE,Stock,CNY,2018-01-02,2018-05-11
799,SHE,Stock,CNY,2018-01-02,2018-05-11
800,SHE,Stock,CNY,2018-01-02,2018-05-11
801,SHE,Stock,CNY,2018-01-02,2018-05-11
802,SHE,Stock,CNY,2018-01-02,2018-05-11
803,SHE,Stock,CNY,2007-08-30,2018-05-11
806,SHE,Stock,CNY,2007-08-30,2018-05-11
807,SHE,Stock,CNY,2018-01-02,2018-05-11
809,SHE,Stock,CNY,2000-01-03,2018-05-11
810,SHE,Stock,CNY,2018-01-02,2018-05-11
811,SHE,Stock,CNY,2018-01-02,2018-05-11
812,SHE,Stock,CNY,2007-08-30,2018-04-24
813,SHE,Stock,CNY,2018-01-02,2018-05-11
815,SHE,Stock,CNY,2000-01-03,2018-05-11
816,SHE,Stock,CNY,2000-01-03,2018-05-11
818,SHE,Stock,CNY,2018-01-02,2018-05-11
819,SHE,Stock,CNY,2018-01-02,2018-05-11
820,SHE,Stock,CNY,2007-08-30,2018-05-11
821,SHE,Stock,CNY,2000-01-03,2018-05-11
822,SHE,Stock,CNY,2018-01-02,2018-05-11
823,SHE,Stock,CNY,2000-01-03,2018-05-11
825,SHE,Stock,CNY,2018-01-02,2018-04-13
826,SHE,Stock,CNY,2018-01-02,2018-05-11
828,SHE,Stock,CNY,2018-01-02,2018-05-11
829,SHE,Stock,CNY,2018-01-02,2018-05-11
830,SHE,Stock,CNY,2000-01-03,2018-05-11
831,SHE,Stock,CNY,2018-01-02,2018-05-11
833,SHE,Stock,CNY,2018-01-02,2018-05-11
835,SHE,Stock,CNY,2000-01-03,2018-05-11
836,SHE,Stock,CNY,2018-01-02,2018-05-11
837,SHE,Stock,CNY,2018-01-02,2018-05-11
838,SHE,Stock,CNY,2018-01-02,2018-05-11
839,SHE,Stock,CNY,2000-01-03,2018-05-11
848,SHE,Stock,CNY,2018-01-02,2018-05-11
850,SHE,Stock,CNY,2018-01-02,2018-05-11
851,SHE,Stock,CNY,2018-01-02,2018-05-11
852,SHE,Stock,CNY,2000-01-03,2018-05-11
856,SHE,Stock,CNY,2000-01-03,2018-05-11
858,SHE,Stock,CNY,2018-01-02,2018-05-11
859,SHE,Stock,CNY,2018-01-02,2018-05-11
860,SHE,Stock,CNY,2000-01-03,2018-05-11
861,SHE,Stock,CNY,2018-01-02,2018-05-11
862,SHE,Stock,CNY,2018-01-02,2018-05-11
863,SHE,Stock,CNY,2018-01-02,2018-05-11
868,SHE,Stock,CNY,2018-01-02,2018-05-11
869,SHE,Stock,CNY,2018-01-02,2018-05-11
875,SHE,Stock,CNY,2007-08-30,2018-05-11
876,SHE,Stock,CNY,2018-01-02,2018-05-11
877,SHE,Stock,CNY,2018-01-02,2018-05-11
878,SHE,Stock,CNY,2018-01-02,2018-05-11
880,SHE,Stock,CNY,2018-01-02,2018-05-11
881,SHE,Stock,CNY,2000-01-03,2018-05-11
882,SHE,Stock,CNY,2018-01-02,2018-05-11
883,SHE,Stock,CNY,2018-01-02,2018-05-11
885,SHE,Stock,CNY,2018-01-02,2018-05-11
886,SHE,Stock,CNY,2018-01-02,2018-05-11
887,SHE,Stock,CNY,2018-01-02,2018-05-11
888,SHE,Stock,CNY,2018-01-02,2018-05-11
889,SHE,Stock,CNY,2015-01-05,2018-05-11
890,SHE,Stock,CNY,2018-01-02,2018-03-22
892,SHE,Stock,CNY,2008-04-24,2018-05-11
893,SHE,Stock,CNY,2018-01-02,2018-05-11
895,SHE,Stock,CNY,2018-01-02,2018-05-11
897,SHE,Stock,CNY,2018-01-02,2018-05-11
898,SHE,Stock,CNY,2018-01-02,2018-05-11
899,SHE,Stock,CNY,2018-01-02,2018-05-11
900,SHE,Stock,CNY,2017-10-26,2017-10-26
901,SHE,Stock,CNY,2018-01-02,2018-05-11
902,SHE,Stock,CNY,2018-01-02,2018-05-11
903,SHE,Stock,CNY,2018-01-02,2018-05-11
905,SHE,Stock,CNY,2000-01-03,2018-05-11
906,SHE,Stock,CNY,2000-01-03,2018-05-11
908,SHE,Stock,CNY,2000-01-03,2018-05-11
909,SHE,Stock,CNY,2018-01-02,2018-05-11
910,SHE,Stock,CNY,2018-01-02,2018-05-11
911,SHE,Stock,CNY,2000-01-03,2018-05-11
912,SHE,Stock,CNY,2007-08-30,2018-01-12
913,SHE,Stock,CNY,2018-01-02,2018-05-11
915,SHE,Stock,CNY,2000-01-03,2018-05-11
916,SHE,Stock,CNY,2007-08-30,2017-12-04
917,SHE,Stock,CNY,2000-01-04,2018-05-11
918,SHE,Stock,CNY,2018-01-02,2018-05-11
919,SHE,Stock,CNY,2018-01-02,2018-05-11
920,SHE,Stock,CNY,2018-01-02,2018-05-11
921,SHE,Stock,CNY,2018-01-02,2018-05-11
922,SHE,Stock,CNY,2018-01-02,2018-05-11
923,SHE,Stock,CNY,2018-01-02,2018-05-11
925,SHE,Stock,CNY,2018-01-02,2018-05-11
926,SHE,Stock,CNY,2000-01-03,2018-05-11
927,SHE,Stock,CNY,2018-01-02,2018-05-11
928,SHE,Stock,CNY,2018-01-02,2018-05-11
929,SHE,Stock,CNY,2018-01-02,2018-05-11
930,SHE,Stock,CNY,2007-08-30,2018-04-24
931,SHE,Stock,CNY,2000-01-03,2018-05-11
932,SHE,Stock,CNY,2018-01-02,2018-05-11
933,SHE,Stock,CNY,2018-01-02,2018-05-11
935,SHE,Stock,CNY,2018-01-02,2018-05-11
936,SHE,Stock,CNY,2018-01-02,2018-05-11
937,SHE,Stock,CNY,2000-01-03,2018-05-11
938,SHE,Stock,CNY,2000-01-03,2018-05-11
939,SHE,Stock,CNY,2007-08-30,2018-04-24
948,SHE,Stock,CNY,2000-01-03,2018-05-11
949,SHE,Stock,CNY,2018-01-02,2018-05-11
950,SHE,Stock,CNY,2017-04-25,2018-04-24
951,SHE,Stock,CNY,2018-01-02,2018-05-11
952,SHE,Stock,CNY,2018-01-02,2018-05-11
953,SHE,Stock,CNY,2018-01-02,2018-05-11
955,SHE,Stock,CNY,2000-01-03,2018-05-11
957,SHE,Stock,CNY,2018-01-02,2018-05-11
958,SHE,Stock,CNY,2000-01-03,2018-05-11
959,SHE,Stock,CNY,2000-01-03,2018-05-11
960,SHE,Stock,CNY,2018-01-02,2018-05-11
961,SHE,Stock,CNY,2000-02-29,2018-05-11
962,SHE,Stock,CNY,2018-01-02,2018-03-12
963,SHE,Stock,CNY,2000-01-26,2018-05-11
965,SHE,Stock,CNY,2018-01-02,2018-05-11
966,SHE,Stock,CNY,2000-03-15,2018-05-11
967,SHE,Stock,CNY,2000-03-29,2018-05-11
968,SHE,Stock,CNY,2018-01-02,2018-05-11
969,SHE,Stock,CNY,2018-01-02,2018-05-11
970,SHE,Stock,CNY,2000-04-19,2018-05-11
971,SHE,Stock,CNY,2018-01-02,2018-05-11
972,SHE,Stock,CNY,2018-01-02,2018-05-03
973,SHE,Stock,CNY,2000-05-24,2018-05-11
975,SHE,Stock,CNY,2018-01-02,2018-05-11
976,SHE,Stock,CNY,2000-06-07,2018-05-11
977,SHE,Stock,CNY,2018-01-02,2018-05-11
978,SHE,Stock,CNY,2018-01-02,2018-05-11
979,SHE,Stock,CNY,2008-01-17,2018-05-11
980,SHE,Stock,CNY,2000-06-15,2018-05-11
981,SHE,Stock,CNY,2018-01-02,2018-05-11
982,SHE,Stock,CNY,2018-01-02,2018-05-11
983,SHE,Stock,CNY,2000-07-25,2018-05-11
985,SHE,Stock,CNY,2018-01-02,2018-05-11
987,SHE,Stock,CNY,2000-07-17,2018-05-11
988,SHE,Stock,CNY,2018-01-02,2018-05-11
989,SHE,Stock,CNY,2018-01-02,2018-05-11
990,SHE,Stock,CNY,2000-07-05,2018-05-11
993,SHE,Stock,CNY,2018-01-02,2018-05-11
995,SHE,Stock,CNY,2007-08-30,2018-05-11
996,SHE,Stock,CNY,2000-07-17,2018-05-11
997,SHE,Stock,CNY,2000-08-07,2018-05-11
998,SHE,Stock,CNY,2018-01-02,2018-05-11
999,SHE,Stock,CNY,2000-03-13,2018-05-11
1696,SHE,Stock,CNY,2018-01-02,2018-05-11
1896,SHE,Stock,CNY,2007-08-30,2018-05-11
1965,SHE,Stock,CNY,2018-01-02,2018-05-11
1979,SHE,Stock,CNY,2018-01-02,2018-05-11
2001,SHE,Stock,CNY,2018-01-02,2018-05-11
2002,SHE,Stock,CNY,2004-06-24,2018-03-26
2003,SHE,Stock,CNY,2018-01-02,2018-05-11
2004,SHE,Stock,CNY,2004-06-24,2018-05-11
2005,SHE,Stock,CNY,2004-06-24,2018-02-07
2006,SHE,Stock,CNY,2018-01-02,2018-05-11
2007,SHE,Stock,CNY,2018-01-02,2018-05-11
2008,SHE,Stock,CNY,2018-01-02,2018-05-11
2009,SHE,Stock,CNY,2004-06-28,2018-05-11
2010,SHE,Stock,CNY,2018-01-02,2018-05-11
2011,SHE,Stock,CNY,2018-01-02,2018-04-27
2012,SHE,Stock,CNY,2018-01-02,2018-05-11
2013,SHE,Stock,CNY,2004-07-08,2018-05-11
2014,SHE,Stock,CNY,2004-07-07,2018-05-11
2015,SHE,Stock,CNY,2018-01-04,2018-05-11
2016,SHE,Stock,CNY,2018-01-02,2018-05-11
2017,SHE,Stock,CNY,2018-01-02,2018-05-11
2018,SHE,Stock,CNY,2018-01-02,2018-05-11
2019,SHE,Stock,CNY,2018-01-02,2018-05-11
2020,SHE,Stock,CNY,2018-01-02,2018-05-11
